country,name,id,provider,source,future_programmes,future_hours,desc_pct,sample_title,sample_desc,quality_score,alternatives,alternative_sources,url
Egypt,إم بي سي 5.eg,إم بي سي 5.eg,openepg,egypt1,32,39.6,90.6,حياة,تعيش حياة، وهي فتاة طموحة وسط عائلة مضطربة حيث تربي إخوتها، وتعتني بأمها المريضة، وتنقذ أبيها المدمن من المشاكل، وتبقى متفائلة بالرغم من كل الألم.,183.88,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,آي فيلم.eg,آي فيلم.eg,openepg,egypt1,33,33.5,100.0,الروح الطيبة,تدور أحداث الفيلم حين تظهر من جديد روح ميرزا علي أكبر خان في منزله، ويشهد على ظهوره الجديد حفيدته الصغيرة سوغل، ومن هنا تخبر الجميع أنه ما زال حيًا يُرزق.,183.25,0,,https://www.open-epg.com/files/egypt1.xml
Saudi Arabia,Rotana Comedy.sa,Rotana Comedy.sa,openepg,saudiarabia1,21,41.5,100.0,القرموطي في أرض النار,فيلم كوميدي هزلي ساخر يضيء على مشاكل البسطاء في تعاملهم مع التكنولوجيا المتطورة والاتصالات ووسائل التوصل، وإشكالات أكثر أهمية اجتماعية سياسية.. ظهور الدواعش في المنطقة. القرموطي أو (الأرموطي باللفظ الدارج) هو الكوميديان أحمد آدم في خفة ظله وطريقته بالكلام. لا يفوتكم الضحك اللا متناهي!,183.25,1,openepg:saudiarabia2:Rotana Comedy.sa,https://www.open-epg.com/files/saudiarabia1.xml
UAE,ناصر القصبي.ae,ناصر القصبي.ae,openepg,uae6,47,24.1,100.0,كلنا عيال قريّة موسم 1 حلقة 9,تتوالى سلسلة من المواقف الفكاهية عندما ينتقل موظف بنك يدعى كريم للعيش مع أخيه المدان ويجاورهما رجل محترف بالنصب والاحتيال.,183.15,0,,https://www.open-epg.com/files/uae6.xml
Saudi Arabia,Alfa Cinema 2.sa,Alfa Cinema 2.sa,openepg,saudiarabia5,21,41.3,100.0,Three Men and a Woman,Three Men and a Woman,182.95,0,,https://www.open-epg.com/files/saudiarabia5.xml
Egypt,إل بي سي.eg,إل بي سي.eg,openepg,egypt1,35,39.5,85.7,برنامج بلا تصنيف,,182.81,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,روتانا سينما.eg,روتانا سينما.eg,openepg,egypt1,22,40.5,100.0,العفاريت,قام الضابط رفعت (حسين الشريف) بالقبض على عصابة لتهريب المخدرات وقتل زعيمها، فما كان من شقيقه شمندي (عماد محرم) إلا أن هجم على منزل الضابط رفعت وخطف ابنته دينا الرضيعة من أمها ماما كريمة (مديحة كامل) مقدمة برنامج الأطفال بالتليفزيون، ولم يكتفى بل أطلق النار على الضابط رفعت فقتله، وقام ببيع الرضيعة مع رضيعة اخرى لزعيمة عصابة أطفال الشوارع محروسة (نعيمة الصغير) الشهيرة بإسم الكاتعة. أصيبت ماما كريمه أم دينا بانهيار عصبى وظلت تبحث عن ابنتها دون جدوى ويساعدها فى البحث الضابط حسام (حمدي الوزير) زميل زوجها الذي كان كلما قبض على مجرم من معتادي خطف الأطفال، قام باستدعاء ماما كريمة للتعرف عليه، فهى الوحيدة التي تعرف شكل مختطف ابنتها. بعد ست سنوات كبرت دينا وسط أطفال الشوارع في كنف الكاتعة تعلمهم التسول والسرقة بطريقة المغافلة، وأصبحت الطفلتين بلية (هديل) ولها ميول فنية من كثرة مشاهدة التليفزيون والثانية لوزة (سماح عاطف) نشالتين. جاء شمندي لزيارة الكاتعة ورأى الفتاتين وقد كبرتا، فلم يعرف أيهما دينا وأصبحت الكاتعة هى الوحيدة التي تعرف بالضبط. قامت بلية بنشل حافظة نقود المطرب عمرو دياب، ثم زارته في منزله لتعيد له حافظته ولكي تعرض عليه مواهبها، وتطلب منه أن يعطيها فرصة لتظهر ميولها الفنية، وقد وعدها بالبحث عن فرصة لها فى التليفزيون في برنامج ماما كريمة. قابل عمرو ماما كريمة ومعه بلية ولوزة وأفهمها أنها قريبته، وبالطبع لم تتعرف كريمة على ابنتها، ولما علمت الكاتعة بما حدث من جاسوسها على الأطفال أبو نص لسان (هاني الشيشتاوي)، أرسلته مع بعض الأطفال لخطف بلية وحبسها بالوكر. قامت الكاتعة بمساعدة شمندي في توزيع الهيروين بإستغلال الأطفال في التوزيع، حتى أن الطفل حودة (نادر حسن) تناول جرعة منه ومات، فحملت الكاتعة الطفل بمساعدة بعض الأطفال وذهبت به إلى شمندي للتخلص من الجثة، بينما قام الطفل سقراط (أحمد عقل) بتهريب بلية التي اتصلت بعمرو دياب وأخبرته بما حدث، وفور علمه باستغلال الأطفال في ترويج مخدراتحتى أسرع إلى ماما كريمة وأخبرها بحقيقة علاقته ببلية وموضوع الهيروين فأسرعت إلى الضابط حسام. بعد هروب بليه أيقنت الكاتعة بقرب حضور الشرطة فأرسلت إلى شمنديليحضر إليها، وجاء ووجدها تجمع متعلقاتها وأخبرته بقرب حضور الشرطة، فشعر شمندي بخطورة الكاتعة عليه فطعنها في صدرها، وفي اثناء ذلك حضر الضابط حسام مع قوة كبيرة وقبض على شمندي ونقل الكاتعة للمستشفى. تعرفت ماما كريمة على شمندي وطلبت منه أن يدلها على ابنتها فأخبرها أن الكاتعة هى الوحيدة التي تعرف، فأسرعت إلى المستشفى وقابلت الكاتعة التي لفظت أنفاسها الاخيرة قبل أن تدل ماما كريمة على ابنتها دينا، ولم تجدماما كريمة بدًا من تبنى الطفلتين بلية ولوزة فإحداهن ابنتها دينا.,182.75,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,أو إس إن ياهلا أفلام.eg,أو إس إن ياهلا أفلام.eg,openepg,egypt1,22,39.9,100.0,الجريمة,عادل الناضوري (أحمد عز) رجل فى خريف العمر، يقبع بمستشفي للعلاج النفسي فى القصير، ولا يفتأ أن يسأل عن إبنه حسين، الذى لا يزوره بالمستشفي، فقد كان عادل يعاني من ظهور شبح زوجته نادية (منة شلبي)، التى قتلها بسبب خيانتها، وسجن بتهمة التخلص منها، وبعد خروجه من السجن، دخل المصحة النفسية. جاء حسين (محمد الشرنوبي)لمقابلة والده، بعد إلحاح من عمته علا الناضوري (ميرنا نورالدين)، الطبيبة بنفس المستشفي، وأخبر والده برغبته فى الإبتعاد عنه، بعد أن تسبب فى إفساد حياته، بما إقترف من جرائم، وحاول عادل إقناع إبنه بتولي إدارة الإمبراطورية التى تركها لهم جده حسين الناضوري (رياض الخولي)، والتى سيورثها لإبنه. كان عادل صغيراً قد شاهد والدته (ريهام أبوبكر) تخون والده، فشعر بأنه هو المخطيء، وعندما شاركت والدته عشيقها فى قتل والده، وعايره زملاءه بالمدرسة، قام الجد حسين الناضوري بقتلها وإلقاءها فى اليم، ونصح حفيده عادل، بأن يحاسب المخطيء قبل أن يحاسبه الله، لأن الناس لا تحترم الضعيف، ولا ينتظر عدوه، بل يتوجه نحوه، فمن ينتظر يموت، ونصحه بالزواج من إمرأة لا تشبه أمه. كبر عادل وأصبح مهندس يعمل بوكالة جده، التى تخدم على مصنع الفوسفات، وتوفر قطع الغيار للسفن، وتولي منصب مدير التصميم قبل حرب ١٩٦٧. وبعد الحرب وموت جده وكساد الأعمال فى سيناء، إضطر عادل لمتابعة أعمال غير مشروعة، كان جده يديرها مع شوقي فاجورة (حجاج عبدالعظيم)، وعندما إختلفا، هدده فاجورة بالإنتقام. لم يستمع عادل لنصيحة جده، وتزوج من إمرأة لعوب، متعددة العلاقات، تعرف عليها فى الديسكو، وعرضت عليه الزواج، فوافق متغاضياً عن ماضيها، ولكنه إكتشف أنها تخونه مع آخرين، فواجهها، فطلبت منه الطلاق، وإلا فعلت معه مافعلته أمه مع أبيه، وإنها ستخبر إبنه عندما يكبر، بأن أبيه كان مجنوناً ويخضع للعلاج، فضربها وأوثقها وألقي بها فى اليم، وأثناء عودته وقع له حادث طريق، ودخل المستشفي، وتولي التحقيق العقيد أمجد الحسيني (ماجد الكدواني)، وإدعي أمام العقيد أن زوجته لم تكن معه، وإنها غاضبة فى بيت والديها. كان حماه إبراهم (محمد أبو داوود) قد إستغل معرفته بالعديد من الشخصيات المهمة، لإسراع الداخلية بالبحث عن إبنته الغائبة، منذ حادث زوجها، بل وإتهم زوجها عادل بالمسئولية عن إختفاءها، وعهد عادل لأخته علا الناضوري، برعاية إبنه الصغير حسين، حتى تظهر أمه المختفية، ولكن حماه هدده بأخذ حضانة إبنه، فلما ضاق عادل ذرعاً، بوالدي زوجته، دبر لهما حادث طريق وقتلهما محترقين. شهد الغفير توفيق (محمد جمعة) زوراً، بأن عادل لم يخرج من بيته، بعد رحيل والدي زوجته، ثم تقابل مع عادل، وطلب ثمن شهادته الزور، فوعده عادل خيراً. قام العقيد أمجد بمواجهة عادل بالتحريات، التى أفادت بأن زوجته كانت تتردد على المراقص، فهل كانت المشاكل بينهما بسبب ذلك، وألمح للغيرة والخيانة، وهما سببان كافيان للتخلص من زوجته، فشعر عادل بأن العقيد لن يتركه فى حاله، فأوعز للغفير توفيق للإتصال بالعقيد ليقابله، من أجل معلومات جديدة، وعندما جاء العقيد، ضربه عادل من الخلف، وأخذ مسدسه وقتل توفيق بيده اليسري، لينفي التهمة عن العقيد، خصوصا وهناك آثار أقدام لشخص ثالث بالمكان، وبذلك تخلص من الغفير، وأبعد العقيد. عندما شعر العقيد بسوء الحالة النفسية لعادل، بحث وراءه حتى علم بمقتل والده على يد عشيق أمه، فلجأ للدكتور شكري (نور محمود)، الذى يشرف على علاج عادل، لمعرفة حالته، ولكن الدكتور لم يبح بأسرار مريضه، خصوصاً وهو على علاقة عاطفية مع شقيقته د. علا. كان هشام (نبيل عيسي) شقيق نادية، قد وقع فى براثن الادمان، وشارك فى تهريب المخدرات مع التاجر حمدان (سيد رجب)، حيث كانا يخفيان المخدرات، بين البضائع التى تستوردها شركة الفوسفات، التى يمتلكها والدهما ابراهيم، وعلمت نادية، فقامت بالإستيلاء على المخدرات وإخفاءها، وأوقعت مابين أخيها هشام والتاجر حمدان، ورفضت إعادة البضاعة، فلجأ هشام إلى عادل، الذى رجح بعلاقة بين التاجر حمدان، وإختفاء زوجته نادية، حتى ينفي التهمة عن نفسه، فلجأ هشام إلى والده، يطلب مالاً، بعد أن أحل نادية مكانه فى إدارة المصنع بدلاً منه. أخبر عادل إبنه حسين، أنه لم يقتل أمه، وإنه بعد أن ألقاها فى الماء، عاد وأنقذها، خوفاً من العار الذى سيلحقه بعد أن يعلم الناس أن والده قتل والدته، كما أن طلاقها أيضاً، سيوصمه بالعار أمام الناس، لذلك أخفاها فى القبو أسفل المنزل. تمكنت نادية من خداع عادل والهرب، ولكنه تمكن من إعادتها، وشاهده هشام، ووافقه على التخلص من أخته. عرض عادل على نادية أن تخبره كيف تحولت من إنسان لشيطان، مقابل خروجها من القبو، فأخبرته بما رأت من إهانات والدها لوالدتها (ماجدة منير) وإذلالها، فكانت خانعة له، وشعرت بأن ذلك سيكون مصيرها مستقبلاً، كما رأت كيف يفضل والدها أخيها هشا عليها، لمجرد أنه ذكر، فقررت أن تتقرب لوالدها، وتوافقه على أفعاله مع والدتها، وتغاضت عن أفعاله الدنيئة مع السكرتيرة، وتسترت عليه، بل وأشارت عليه بالفتيات اللائي يقبلن أن يفعل بهن مايشاء، كما تغاضت عن سرقته لشركائه فى الشركة، وعدلت الحسابات لمصلحته، حتى خنع لها، واصبحت المتحكمة فى كل أسراره، كما كشفت له إدمان أخيها هشام، فقام بطرده، لتحل هي مكانه، ولم يتبق إلا أن تتزوج من رجل تتحكم فيه، ويكون مثل أمها فى المنزل، وتكون هي مثل أبيها، وعندما رأته فى الديسكو، أوقعته فى شباكها، وأخبرها عادل بأنه سجل لها كل كلمة قالتها، ليعرضها على إبنهما حسين حين يكبر. وأصبح عادل مهدداً بشبح الغفير الذى قتله، ثم جاء حمدان لنادية بالطعام، لتعرف أن عادل يتاجر فى المخدرات مع حمدان، ويخبرها حمدان بمصرع والديها، وأنها ورثت أمولاً كثيرة مع أخيها هشام، فتعرض عليه نصف ماورثت والبضاعة التى إستولت عليها، مقابل أن يطلق سراحها، ويقتل زوجها عادل وأخيها هشام، وأيضاً إكتشفت أن عادل يسجل لها، وسلم الشرائط لحمدان ليحافظ عليها. وأثناء جلوس عادل مع إبنه الصغير حسين فى القصر، هجم عليهم فاجورة ورجاله، للإنتقام من عادل، ولقي الطفل حسين مص,181.85,0,,https://www.open-epg.com/files/egypt1.xml
UAE,قناة الكبير أوي.ae,قناة الكبير أوي.ae,openepg,uae6,45,24.5,100.0,الكبير الموسم 5 الحلقة 3,يستعيد الكبير وعيه ويكتشف بأنه فقد ذاكرته، وتقوم الممرضة بلاعتناء به، في حين يحضر حزلقوم إلى تركيا ويتجه إلى صديقه وهو زعيم عصابة ويطلب منه مساعدته في إجاد شقيقه.,181.75,0,,https://www.open-epg.com/files/uae6.xml
Egypt,نايل دراما.eg,نايل دراما.eg,openepg,egypt1,33,32.5,100.0,العميل ١٠٠١,تدور أحداث المسلسل من إحدى ملفات المخابرات المصرية حول الشاب المصري عمرو طلبة جاسوس مصري استطاع أن يتغلغل إلى الجيش والمجتمع الإسرائيلي في عملية ناجحة قبل حرب 1973م، يُكتشف الشبه الكبير بين عمرو وموسى، الشاب اليهودي الذي مات في مدينة طنطا المصرية، فيتم استغلال الشبه لتجنيد عمرو كجاسوس في إسرائيل.,181.75,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,Nile Drama.eg,Nile Drama.eg,openepg,egypt2,33,32.5,100.0,Al Ameel 1001,"The story of the Egyptian young spy Amr Tolba who was able to infiltrate both the Israeli army and society in a successful operation before the 1973 War. When Musa, a young Jewish man in Tanta dies, his resemblance to Amr is used to recruit Amr and plant him in Israel.",181.75,0,,https://www.open-epg.com/files/egypt2.xml
Egypt,روتانا كوميدي.eg,روتانا كوميدي.eg,openepg,egypt1,21,40.5,100.0,1000 مبروك,أحمد جلال (أحمد حلمى) شاب أنانى ومغرور، يتصف بالسلبية المطلقة، ويعمل مدير حسابات بشركة أوراق مالية، وقد إختار العمل الإدارى، عن العمل كسمسار، مضحياً بالدخل الكبير، فى سبيل راحة البال وعدم المجازفة، عكس زميله منير (هانى الصباغ) الذى يعمل سمسار وأصبح دخله أربعة أضعاف دخل أحمد جلال، ويستعد أحمد لحفل زفافه فى الغد، ويذهب لعمله لإنجاز بعض الأعمال فى آخر يوم عزوبية له. يعيش أحمد مع والده جلال (محمود الفيشاوى) ووالدته سعاد (ليلى عزالعرب) وشقيقته الأصغر المراهقة علا (سارة عبدالرحمن)، ويعتمد على والده فى دفع أقساط سيارته، وأقساط شقة الزوجية، ولا يهتم بمعرفة مرض والدته أو مرض والده، وبحثهم الدائم عن الدواء، كما يفرض سيطرته على شقيقته، ويمنعها من الجلوس على النت الخاص به، ويمنعها من الإختلاط أو مخالطة الشباب، ليس خوفا عليها، ولكن خوفاً على نفسه من القيل والقال، ويكلف صديقه كريم بمراقبتها أثناء حفل عرسه، أى يثق فى صديقه ولا يثق فى شقيقته. تتصل مريم، عروس أحمد، تليفونياً به قبل منتصف الليل بقليل، قبيل أنتهاء آخر أيام العزوبية، وتسأله عن آخر أمنية له، ولكنه يستغرق فى النوم، ليستيقظ فى الصباح، وساعته متوقفة عند وقت إنتصاف الليل، ويفاجأ بوجود خالته ومعها ابنتها إيمى، ويستعد الجميع لحفل الزفاف فى المساء، الأم تضع الكريم على وجهها قبل الذهاب للكوافير مع الخالة، والأب وقد جاءه الحلاق لتصفيف شعره بالمنزل، والأخت مع أبنة خالتها فى بروفة لفستان الفرح، ويفاجأ أحمد بشابين فى الشارع يصوبون بندقية الرش نحو حجرته، ويحذر شقيقته من وضع المكياج، وعندما ينزل للشارع يشاهد سيدة تنقل عفشها، وتختلف مع عمال نقل العفش، ولم يعرهم إلتفاتاً، وشاهد سيدة يخطف حقيبتها لص، وتستغيث بالماره، ويمر اللص من أمامه، ولكنه تركه يمضى، ثم يشاهد والدته وقد استقلت سيارتها وإنطلقت، وعندما توجه للنادى الصحى لعمل مساج، حاول ركن سيارته فسبقته فتاة وركنت قبله، وأيضا كان سلبياً معها، وأصاب أصبعه دبوس ادماه، وأثناء عودته شاهد شاب أرعن يصدم رجل مسن ويهرب، ولكن الماره اتهموه بصدم الرجل، وأرغموه على نقله للمستشفى، حيث رفض التوقيع على دخول المصاب للمستشفى، حتى مات الرجل، وفى القسم كان حظه عال، بعد أن تمكن البوليس من القبض على الفاعل الأصلى، ولكن الضابط اتهمه بالسلبية، وعندما خرج من القسم وجد الكلابشات فى عجل سيارته، واستقل تاكسى كان سائقه دائم الشكوى، ثم لبى دعوة صديقه كريم (محمد فرج) على أكلة سمك، حيث حدثه صديقه، للمرة العاشرة، عن الفتاة التى تعرف عليها من خلال النت، وإكتشف أنها شقيقة أحد أصدقاءه، وأيضاً كان أحمد سلبياً مع صديقه، وأثناء ذهابه متأخراً لحفل زفافه صدمته تريللا مسرعة، ليلقى مصرعه، ليستيقظ من النوم ويكتشف أن كل الأحداث السابقة، كانت كابوساً مزعجاً، والغريب أن ساعته كانت بالفعل متوقفة عند منتصف الليل، والاغرب أن نفس الأحداث بدأت تتحقق بالفعل على أرض الواقع، وتنتهى بموته، ليستيقظ على نفس الكابوس، ويتكرر نفس اليوم، وينتهى نفس النهاية، وينصحه صديقه كريم، بتغيير الواقع، طالما لا يستطيع منع القدر، ورغم تغييره للأحداث كان أيضا ينتهى يومه بالموت، ولكن بطرق مختلفة، وحاول عدم الزواج، بالإمتناع عن الذهاب للحفل، ولكن أيضاً لم يستطع منع قدره، وإكتشف أن والده قد إختلس أموال الشركة التى يعمل بها، كما إكتشف أن فتاة النت صديقه كريم، هى نفسها أخته علا، وإكتشف أن والدته تتعاطى حقن الترامادول، وانها تذهب للأماكن المشبوهة لشراءها. يتشاجر احمد مع الجميع ويوصم والده بأنه حرامى، ووالدته مدمنه، وأخته على حل شعرها، وصديقه بالخيانة، ثم يكتشف أن سلبيته هى التى أوقفت الزمن بالنسبة له، وأن والده قدم طلباً للخروج على المعاش، واخذ اموال الخزينة، ريثما يصرف مكافأة المعاش، فقام بأعادة الأموال للشركة قبل الجرد، وسحب طلب الخروج على المعاش، وعلم أن والدته كانت مصابة بالسرطان، وتأخذ حقن المخدر كمسكن قوى، خوفاً من العلاج الكيماوى الذى سيسقط شعرها، فتعاطف أحمد معها بحلق شعره، وحسن علاقته بشقيقته علا، وأصبح صديقاً لها، وحاول أن يكون إيجابياً فى الواقع، وفى كابوسه المزعج، صحيح لم يستطع منع القدر، ولكنه أصبح إيجابياً مشاركاً فى الأحداث، وعندما توجه لمكان الحفل مبكراً هذه المرة، كانت عائلته هى المتأخرة فى الحضور، وعندما حضروا تعرضوا للسيارة المسرعة، فحال احمد بسيارته بين عائلته والسيارة المسرعة، مضحياً بنفسه، مؤمناً بأنه عليه أن يكون غائباً حاضراً، عن أن يكون حاضراً غائباً. (1000 مبروك),181.75,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,سيما.eg,سيما.eg,openepg,egypt1,21,40.5,100.0,غاوي حب,أحب صلاح طفلا، جارته وزميلته فى المدرسة ملك(ملك قورة)، وتواصلت المحبة بينهما، حتى حان ميعاد رحيل اسرتها لمكان آخر، فأصيب صلاح وكذلك ملك بصدمة الفراق، ولكن ذكريات حبهما استمرت ماثلة امام أعينهما وفى قلبيهما، وكبر صلاح (محمد فؤاد)وعاش فى كنف شقيقه الكبير خالد (محمد مرزبان) وزوجته مايسه (هويدا الشافعى) التى أخذت على عاتقها تزويج سلفها صلاح، الذى كان يرفض كل الفتيات التى تحضرهن له، كما إرتبط صلاح بإبنة أخيه الصغيرة مريم (مريم قورة)، وإلتحق صلاح بكلية الشرطة ثم تركها لإرتباطه بالموسيقى والغناء، وغنى فى الحفلات والصالات العامة ومعه صديقه مقدم برنامج كلام الليل على إذاعة إف إم وليد وحيد (رامز جلال)، بينما كبرت ملك (حلا شيحه) وتعاون والدها رجل الاعمال مع فريد وجدى (خالد الصاوى) وسلمه كل أعماله وبعد ان وثق به زوجه من ابنته ملك، ولكن فريد كان يزاول فى الخفاء اعمال غير قانونية فى تجارة السلاح والآثار، مما ورّط والد ملك فى الديون والقضايا ودخل بسببها السجن، وعلم حقيقة فريد بعد فوات الاوان ونصح ابنته ملك بالتخلص من زوجها قبل ان يموت بالسجن، وطلبت ملك الطلاق وتركت المنزل لتعيش مع إبنة خالتها دينا (أميره العايدى)، وبحثت عن حبيب الطفولة صلاح والتى كانت متتبعة اخباره، وحضرت كل حفلاته، ورآها صلاح وظن انها إحدى معجباته وبادلها الإعجاب، وأنقذها ليلة رأس السنة من رجال زوجها، والذين ظن انهم يتحرشون بها، ونال علقة تركت أثارها على وجهه، ولكن ملك استطاعت ان تتصل بصلاح، وتخدع رجال زوجها وتهرب منهم وتتقابل مع صلاح وتخبره انها ملك حبيبة الطفولة، وأهدته هدية فى عيد ميلاده، وفرح صلاح بلقاءها، وتوالت اللقاءات ومعهم دينا ووليد، حتى علم زوجها فريد بعلاقتها مع صلاح، واكتشف الزوج ان جميع أعماله الغير مشروعة قد تم نسخها من الكمبيوتر الخاص به، فأوقف كل نشاطه حتى يستعيد المعلومات التى تدينه، وقام بالاعتداء على زوجته ملك وحبسها، وحذر صلاح من الاقتراب من زوجته، وكانت صدمة لصلاح الذى لم يكن يدرى ان ملك متزوجة، ولكن دينا أبلغته بأن ملك تحبه وأنها محبوسة فى المزرعة، ودليل حبها وثقتها فيه، ان السيديهات التى تدين زوجها موجودة فى علبة الهدية التى أهدتها إليه، وقام صلاح ومعه وليد بالسطو على المزرعة وتخليص ملك التى شرحت له ظروف زواجها من فريد، وقام الأخير بخطف مريم إبنة شقيق صلاح، ليساومه على زوجته والسيديهات، ولكن صلاح سلم السيديهات للبوليس، الذى كان يراقب تحركات ونشاط فريد وساعدته تلك المعلومات على ادانة فريد وعصابته، وتمكن البوليس من إعداد كمين للقبض على فريد وتخليص مريم من الأسر، وعاونهم صلاح ووليد، وتمكنوا من إنقاذ مريم وملك وتمكن البوليس من قتل فريد والقبض على رجاله، وعادت ملك لحبيب طفولتها صلاح. (غاوى حب),181.75,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,MBC Bollywood.eg,MBC Bollywood.eg,openepg,egypt2,30,43.1,83.3,Yeh Rishta Kya Kehlata Hai,"After being forced into an arranged marriage, Akshara and Naitik eventually grow to love one another and work through their family's issues as a couple.",181.29,0,,https://www.open-epg.com/files/egypt2.xml
Egypt,Emirates.eg,Emirates.eg,openepg,egypt2,51,43.0,56.9,Kunna Ams,"In this anthology series, bearing separate collections of episodes, the series addresses a number of social issues pertaining to tolerance, forgiveness, and giving second chances.",181.02,0,,https://www.open-epg.com/files/egypt2.xml
Egypt,ماسبيرو زمان.eg,ماسبيرو زمان.eg,openepg,egypt1,52,39.5,61.5,لا إله إلا الله ج3,في الجزء الثالث من المسلسل، تدور اﻷحداث في عهد الفراعنة، وتحديدا في فترة حكم (أخناتون) وزوجته (نفرتيتي)، وتستعرض فكرة التوحيد، والآلهة، والخير والشر، في تلك الحقبة الزمنية.,180.45,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,روتانا سينما مصر.eg,روتانا سينما مصر.eg,openepg,egypt1,21,39.5,100.0,قلب أمه,يونس عبدالحي(هشام ماجد) مؤلف أفلام فاشلة، يقتبسها من أفلام أجنبية، ويحيلها بسبب جهله لمواقف كوميدية تافهة، ويتمتع بشخصية ضعيفة، تسيطر عليها والدته المستبدة خلود السمنودي (دلال عبدالعزيز)، وهى التى تنفق عليه، وترسم له كل خيوط حياته، ويعتمد عليها فى كل شيئ، كما كان يونس على علاقة حب بفتاة تعمل فى شركة لمقاومة الحشرات، تدعي عليا (نور قدري)، تعترض على كونه يعيش عالة على أمه دون عمل، وتري أن النملة أفضل منه، لأنها تعمل بإجتهاد، وتأمل عليا فى تغيير يونس للأفضل. مجدي نخنوخ (شيكو) رجل أعمال مشبوه، يتاجر وعصابته فى الممنوع، وهو شخصية إسطورية إجرامية، يستعد لإتمام عملية “لبن العصفور”، مع جماعة كورية، وقد دفع ثمن البضاعة، وينتظر التسليم، وقد إنشق عنه عضو العصابة سعد البوهيمي (محمد ثروت)، ويتصارعان على عملية لبن العصفور، وقد نما إلى علم المقدم عاطف الشعلة (محمود الليثي)بأمر عملية لبن العصفور، فقرر مراقبتهما حتى يقبض على نخنوخ متلبساً. لم يتحمل قلب خلود السمنودي عصيان أبنها يونس، فأصيبت بنوبة قلبية، دخلت على إثرها المستشفي، وأعلن الطبيب الفاسد (سامي مغاوري) موتها إكلينيكياً، بعد توقف المخ عن أداء وظائفه، وبقي القلب سليماً، لذلك عندما إنغرز سيخ من الحديد فى قلب نخنوخ، وتم نقله للمستشفي، واحتياجه لنقل قلب، قام الطبيب الفاسد، تحت التهديد، بنقل قلب خلود، الى نخنوخ، دون علم أهلها. قامت العصابة بقتل الطبيب وقطع لسان الممرضة، حتى تصبح العملية سرية، وبحثوا عن يونس لقتله أيضاً، ولكن نخنوخ الذى يعيش بقلب خلود والدة يونس، لم يطاوعه قلبه قتل يونس، الذى تحرر من قيود امه بعد موتها، وفك الوديعة وإشتري كلب وديع، ولكن نخنوخ أصبح ملاكه الحارس، يساعده حتى فى أمور معيشته، ويشرف على طعامه، كما كانت تفعل أمه بالضبط، ويكلف أفراد عصابته بتنظيف المنزل وغسل الغسيل وطبخ الطعام، كما ساعده على الزواج من عليا، رغم إعتراض والديها، وعندما طالبه صاحب المنزل بالإيجار المتأخر، قام نخنوخ بقتل صاحب البيت، وإشتري ليونس المنزل والمنازل المجاورة، وأجبر الفنان حسن الرداد على شراء رواية تافهة أقتبسها يونس، وعندما أهمل الرداد فى تمثيلها تم قتله، ولجأ نخنوخ الى الفنان كريم فهمي، واجبره على إنتاج الرواية التافهة. أفشي المقدم الشعلة بسر نخنوخ الى يونس، وأخبره بأن نخنوخ يعيش بقلب أمه، وطلب منه التعاون معه، للإيقاع بنخنوخ. وحينما حاول البوهيمي قتل نخنوخ، فى حفل زفاف يونس، أصاب الأخير إصابة سطحية، وإعترضت عليا على علاقة يونس مع زعيم العصابة نخنوخ، وطلبت منه إنهاء تلك العلاقة، واتهمته بالضعف والتخاذل، وسألته ماذا سيفعل عندما يتم القبض على نخنوخ، الذى يعتمد عليه تماماً، وسمع نخنوخ الحوار، وتأثر عاطفياً، وقرر التوبة، وأهمل أمر العصابة، وعمل جرسوناً فى كافيه، ولكن المقدم الشعلة، إتفق مع يونس على إعادة نخنوخ للأجرام، حتى يكتشف عملية لبن العصفور، وبالفعل عاد نخنوخ لإتمام عملية لبن العصفور، وكانت عبارة عن كمية كبيرة من الهيروين مخبئة فى تماثيل ذهبية، واكتشف يونس أن نخنوخ الذى يعيش بقلب امه، كان يعلم أن يونس يعمل ضده مع البوليس، ولم يعترض وطلب منه إرشاد البوليس عن مكان العملية، كما قام نخنوخ بقتل البوهيمي، وإنقاذ يونس، وإختفى نخنوخ، وصرح يونس أن نخنوخ مات غرقاً فى البحر، وعكف يونس على تغيير مسار حياته، بكتابة قصته مع نخنوخ وقلب أمه، والتى قوبلت برضاء جميع النقاد. (قلب أمه),180.25,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,ميكس وان.eg,ميكس وان.eg,openepg,egypt1,36,39.5,80.6,برنامج مطبخ ميكس,,179.73,0,,https://www.open-epg.com/files/egypt1.xml
Saudi Arabia,MBC Plus Variety HD.sa,MBC Plus Variety HD.sa,openepg,saudiarabia3,37,27.9,100.0,ميغامايند,‫‫بعد أن ينجح في القضاء على خصمه اللدود، يكتشف أحد الأشرار الخارقين أن حياته أصبحت بلا معنى في غياب بطل يصارعه، فيقرر أن السبيل الوحيد للخروج من محنته هو صناعة بطل جديد ينافسه.‬‬,178.85,1,openepg:saudiarabia4:MBC Plus Variety HD.sa,https://www.open-epg.com/files/saudiarabia3.xml
