country,name,id,provider,source,future_programmes,future_hours,desc_pct,sample_title,sample_desc,quality_score,alternatives,alternative_sources,url
Saudi Arabia,Al Hayat.sa,Al Hayat.sa,openepg,saudiarabia1,42,41.5,100.0,الحياة,قناة مصرية متنوعة تبث برامج ترفيهية ومسلسلات متنوعة وحوارات شيقة تتناول الاقتصاد والسياسة وآخر المستجدات على الساحة المصرية والعربية.,204.25,1,openepg:saudiarabia2:Al Hayat.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Al Kahera Walnas 2.sa,Al Kahera Walnas 2.sa,openepg,saudiarabia1,42,41.5,100.0,القاهرة والناس 2,ترفيه مستمر لا يتوقف، تشاهدوه فقط على قناة القاهرة والناس 2.,204.25,1,openepg:saudiarabia2:Al Kahera Walnas 2.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Al Kahera Walnas.sa,Al Kahera Walnas.sa,openepg,saudiarabia1,42,41.5,100.0,القاهرة والناس,ترفيه مستمر لا يتوقف، تشاهدوه فقط على قناة القاهرة والناس.,204.25,1,openepg:saudiarabia2:Al Kahera Walnas.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Al Masriya.sa,Al Masriya.sa,openepg,saudiarabia1,42,41.5,100.0,المصرية,ترفيه مستمر لا يتوقف، تشاهدوه فقط على قناة المصرية.,204.25,1,openepg:saudiarabia2:Al Masriya.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Amman TV.sa,Amman TV.sa,openepg,saudiarabia1,42,41.5,100.0,تلفزيون عمّان,تقدم القناة إعلاماً عصرياً تثقيفياً، يحتوي على مضمون متنوع ما بين الاجتماعي والترفيهي والديني بالإضافة إلى المسلسلات العربية المميزة.,204.25,1,openepg:saudiarabia2:Amman TV.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Bahrain Sports TV.sa,Bahrain Sports TV.sa,openepg,saudiarabia1,42,41.5,100.0,البحرين الرياضية,قناة البحرين الرياضية تغطي أحداث وأخبار الرياضة محلياً وعالمياً، وتنقل الفعاليات والأنشطة المختلفة.,204.25,1,openepg:saudiarabia2:Bahrain Sports TV.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,BBC Arabic.sa,BBC Arabic.sa,openepg,saudiarabia1,42,41.5,100.0,BBC عربي,مختصة ببث الأخبار والمعلومات السياسية والاقتصادية على الصعيدين العربي والعالمي,204.25,3,openepg:saudiarabia3:BBC Arabic.sa;openepg:saudiarabia4:BBC Arabic.sa;openepg:saudiarabia2:BBC Arabic.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Bigg.sa,Bigg.sa,openepg,saudiarabia1,42,41.5,100.0,Bigg TV,كل ما تحتاج معرفته في عالم الرياضة الإلكترونية، بما فيها من آخر إصدارات ألعاب الفيديو والبطولات واللاعبين (الإلكترونيين) التي تتصدر عناوين الأخبار في جميع أنحاء العالم.,204.25,1,openepg:saudiarabia2:Bigg.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,CBC Drama.sa,CBC Drama.sa,openepg,saudiarabia1,42,41.5,100.0,CBC دراما,تقدم القناة مجموعة مختارة من المسلسلات الدرامية التركية والمصرية الجديدة والكلاسيكية.,204.25,1,openepg:saudiarabia2:CBC Drama.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,CBC Extra News.sa,CBC Extra News.sa,openepg,saudiarabia1,42,41.5,100.0,CBC إكسترا نيوز,إحدى قنوات شبكة CBC، إخبارية تختص بتقديم تغطيات الأخبار المباشرة للأحداث، عبر عدد من المذيعين والصحفيين والمراسلين.,204.25,1,openepg:saudiarabia2:CBC Extra News.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,CBC Sofra.sa,CBC Sofra.sa,openepg,saudiarabia1,42,41.5,100.0,CBC سفرة,تعرض قناة CBC سفرة أهم برامج المأكولات وأساليب الطبخ من العالم العربي.,204.25,1,openepg:saudiarabia2:CBC Sofra.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,CBC.sa,CBC.sa,openepg,saudiarabia1,42,41.5,100.0,CBC,قناة ترفيهية معاصرة تقدم مزيجاً من المسلسلات الدرامية والبرامج الحوارية.,204.25,1,openepg:saudiarabia2:CBC.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Fujairah TV.sa,Fujairah TV.sa,openepg,saudiarabia1,42,41.5,100.0,الفجيرة,تعكس القناة تراث إمارة الفجيرة العريقة وحاضرها المزدهر، حيث تقدم محتوى ثري ومتنوع وتغطي الأخبار المحلية، الثقافة، الرياضة، التكنولوجيا والتقنية وغيرها الكثير.,204.25,1,openepg:saudiarabia2:Fujairah TV.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Jordan TV.sa,Jordan TV.sa,openepg,saudiarabia1,42,41.5,100.0,التلفزيون الأردني,تركز القناة على تقديم إعلام وطني هادف يكرّس حرية التعبير والرأي، كما تروّج للقيم الأردنية المتمثلة في التسامح والاعتدال والتعددية والمحافظة على الهوية الأردنية.,204.25,1,openepg:saudiarabia2:Jordan TV.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,KidZone Max.sa,KidZone Max.sa,openepg,saudiarabia1,42,41.5,100.0,KidZone Max,قناة ترفيهية للأطفال تقدم على مدار الساعة مسلسلات الرسوم المتحركة المليئة بالتشويق وكلاسيكيات الأطفال المحبوبة.,204.25,1,openepg:saudiarabia2:KidZone Max.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,KSA Now.sa,KSA Now.sa,openepg,saudiarabia1,42,41.5,100.0,السعودية الآن,تقدم القناة برامج متنوعة ترفيهية على مدار الساعة لجميع أفراد الأسرة.,204.25,1,openepg:saudiarabia2:KSA Now.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,LTV.sa,LTV.sa,openepg,saudiarabia1,42,41.5,100.0,إل تي في,تلفزيون (إل تي في) قناة ترفيهية منوعة، تقدم المسلسلات الكوميدية والدراما الاجتماعية، مع باقة منوعة من برامج المسابقات، تناسب جميع أذواق المشاهدين.,204.25,1,openepg:saudiarabia2:LTV.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,One TV.sa,One TV.sa,openepg,saudiarabia1,42,41.5,100.0,One TV,قناة موسيقية عربية تعرض مجموعة متنوعة من الأغاني الكلاسيكية والحديثة المتميزة.,204.25,1,openepg:saudiarabia2:One TV.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Riyadh Season.sa,Riyadh Season.sa,openepg,saudiarabia1,42,41.5,100.0,موسم الرياض,تبث القناة تشكيلة من بعض الأحداث الرئيسية من موسم الرياض 2024.,204.25,1,openepg:saudiarabia2:Riyadh Season.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Rotana Clip.sa,Rotana Clip.sa,openepg,saudiarabia1,42,41.5,100.0,أغاني وڤيديو كليب,مجموعة منتقاة من الأغاني العربية المميزة.,204.25,1,openepg:saudiarabia2:Rotana Clip.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Rotana Drama HD.sa,Rotana Drama HD.sa,openepg,saudiarabia1,42,41.5,100.0,نيران العشق:الحلقة 3,حب انتهى وزواج يبدأ بالإجبار... تتقاطع حياة شاب وفتاة، لتقودهما الصدف إلى واقع مليء بالأسرار وصراعات الماضي، حيث تختبر مشاعرهما في مواجهة قرارات صعبة قد تغيّر مصيرهما إلى الأبد.,204.25,1,openepg:saudiarabia2:Rotana Drama HD.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Rotana M+ HD.sa,Rotana M+ HD.sa,openepg,saudiarabia1,42,41.5,100.0,روتانا M+ HD,تقدم القناة أقوى وأشهر الأغاني من حول العالم، والتي تناسب جميع محبي الموسيقى.,204.25,1,openepg:saudiarabia2:Rotana M+ HD.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Rotana Music HD.sa,Rotana Music HD.sa,openepg,saudiarabia1,42,41.5,100.0,موسيقى,مجموعة مختارة بعناية من الموسيقى والڤيديو كليب والحفلات الغنائية المتميزة.,204.25,1,openepg:saudiarabia2:Rotana Music HD.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Saudi Quran.sa,Saudi Quran.sa,openepg,saudiarabia1,42,41.5,100.0,القرآن الكريم,تلاوة عطرة من آيات الذكر الحكيم.,204.25,1,openepg:saudiarabia2:Saudi Quran.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Saudi Sports 1.sa,Saudi Sports 1.sa,openepg,saudiarabia1,42,41.5,100.0,السعودية الرياضية 1,عفواً، دليل البرامج غير متوفر حالياً. ولكن يمكنكم مشاهدة البرامج المسجلة من قبل.,204.25,1,openepg:saudiarabia2:Saudi Sports 1.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Saudi Sports 2.sa,Saudi Sports 2.sa,openepg,saudiarabia1,42,41.5,100.0,Saudi Sports 2,تبث أفضل وأشهر دوريات كرة القدم محلية وعالمية، فتروي نهم عشاق الساحرة المستديرة.,204.25,1,openepg:saudiarabia2:Saudi Sports 2.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Saudi Sports 3.sa,Saudi Sports 3.sa,openepg,saudiarabia1,42,41.5,100.0,Saudi Sports 3,تغطي أحداث وأخبار الرياضة محلياً وعالمياً، وتركز على الفعاليات الهامة.,204.25,1,openepg:saudiarabia2:Saudi Sports 3.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Saudi Sunnah.sa,Saudi Sunnah.sa,openepg,saudiarabia1,42,41.5,100.0,أحاديث نبوية شريفة,مجموعة مختارة من الأحاديث النبوية الشريفة.,204.25,1,openepg:saudiarabia2:Saudi Sunnah.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Sharjah Quran.sa,Sharjah Quran.sa,openepg,saudiarabia1,42,41.5,100.0,القرآن الكريم الشارقة,برامج دينية إسلامية منوعة، وبث مستمر لآيات القرآن الكريم على مدار الساعة.,204.25,1,openepg:saudiarabia2:Sharjah Quran.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Sharjah Sports.sa,Sharjah Sports.sa,openepg,saudiarabia1,42,41.5,100.0,الشارقة الرياضية,تغطي القناة العديد من الأحداث والمنافسات الرياضية المحلية والعربية والدولية.,204.25,1,openepg:saudiarabia2:Sharjah Sports.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Sharjah TV.sa,Sharjah TV.sa,openepg,saudiarabia1,42,41.5,100.0,الشارقة,تقدم القناة سلسلة من البرامج المتنوعة تتناول القضايا الاجتماعية والسياسية والثقافية والترفيهية في آن معاً.,204.25,1,openepg:saudiarabia2:Sharjah TV.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Sharqiya from Kalba.sa,Sharqiya from Kalba.sa,openepg,saudiarabia1,42,41.5,100.0,الشرقية من كلباء,تمثل القناة منصة إعلامية تفاعلية وتسلط الضوء على قضايا المنطقة الشرقية من الإمارات العربية المتحدة.,204.25,1,openepg:saudiarabia2:Sharqiya from Kalba.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,SmartZone.sa,SmartZone.sa,openepg,saudiarabia1,42,41.5,100.0,SmartZone,قناة مصممة خصيصاً للأطفال والمراهقين تقدم برامج تعليمية وترفيهية، والعديد من البرامج الواقعية، من جميع أنحاء العالم.,204.25,1,openepg:saudiarabia2:SmartZone.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,stc tv cinema.sa,stc tv cinema.sa,openepg,saudiarabia1,42,41.5,100.0,stc tv cinema,الوجهة النهائية لعشاق السينما، وللعائلات على حد سواء. نجلب لك عالم السينما العربية الرائع إلى غرفة معيشتك، لنجعل من كل ليلة من لياليك، ليلة فيلم مشوق جديد.,204.25,1,openepg:saudiarabia2:stc tv cinema.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Ten.sa,Ten.sa,openepg,saudiarabia1,42,41.5,100.0,TeN,قناة TeN عامة مصرية تقدم قوالب برامجية مختلفة ومتنوعة، تجمع بين الحوار والرأي والخبر.,204.25,1,openepg:saudiarabia2:Ten.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Travel.sa,Travel.sa,openepg,saudiarabia1,42,41.5,100.0,بناء آلاسكا:دينجريس ديلايز,أفراد يتمتعون بالجرأة والشجاعة يواجهون ظروفاً صعبة مع شحّ مراكز الإمداد، لبناء البيوت التي يحلمون بها في المناطق النائية وأكثرها وعورة ببرية ألاسكا.,204.25,1,openepg:saudiarabia2:Travel.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Wanasah.sa,Wanasah.sa,openepg,saudiarabia1,42,41.5,100.0,وناسة,وناسة، قناة جمهور الشباب العربي الخليجي، تبث الڤيديو كليب والأغاني والحفلات والبرامج الموسيقية الترفيهية بدون توقف على مدار الساعة.,204.25,1,openepg:saudiarabia2:Wanasah.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Wousta from Al Dhaid.sa,Wousta from Al Dhaid.sa,openepg,saudiarabia1,42,41.5,100.0,الوسطى من الذيد,تشكل القناة جسراً يربط ماضي إمارة الشارقة بحاضرها، وتعكس ثراء هذه المنطقة وتراثها وآثارها والحياة الاجتماعية لسكانها.,204.25,1,openepg:saudiarabia2:Wousta from Al Dhaid.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Zee Alwan.sa,Zee Alwan.sa,openepg,saudiarabia1,42,41.5,100.0,رحلة لاكشمي:الحلقة 48,لاكشمي، من عائلة من الطبقة المتوسطة، متزوجة من الصناعي الثري ريشي أوبيروي. ومع ذلك، فإن أحلامها وتوقعاتها من الزواج تتحطم عندما تواجه حقيقة قاسية.,204.25,1,openepg:saudiarabia2:Zee Alwan.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,eClutch Access.sa,eClutch Access.sa,openepg,saudiarabia5,42,41.5,100.0,EClutch Access,EClutch Access,204.25,0,,https://www.open-epg.com/files/saudiarabia5.xml
Saudi Arabia,eClutch Arabic.sa,eClutch Arabic.sa,openepg,saudiarabia5,42,41.5,100.0,EClutch Live Arabic,EClutch Live Arabic,204.25,0,,https://www.open-epg.com/files/saudiarabia5.xml
Saudi Arabia,eClutch LIVE 2.sa,eClutch LIVE 2.sa,openepg,saudiarabia5,42,41.5,100.0,EClutch Live 2,EClutch Live 2,204.25,0,,https://www.open-epg.com/files/saudiarabia5.xml
Saudi Arabia,eClutch LIVE.sa,eClutch LIVE.sa,openepg,saudiarabia5,42,41.5,100.0,EClutch Live 1,EClutch Live 1,204.25,0,,https://www.open-epg.com/files/saudiarabia5.xml
Saudi Arabia,MCM TOP.sa,MCM TOP.sa,openepg,saudiarabia5,42,41.5,100.0,Top Mix,Top Mix,204.25,0,,https://www.open-epg.com/files/saudiarabia5.xml
Saudi Arabia,OSNtv Mezze.sa,OSNtv Mezze.sa,openepg,saudiarabia5,42,41.5,100.0,MasterChef Australia,MasterChef Australia,204.25,0,,https://www.open-epg.com/files/saudiarabia5.xml
Saudi Arabia,RFM TV.sa,RFM TV.sa,openepg,saudiarabia5,42,41.5,100.0,RFM Hits,RFM Hits,204.25,0,,https://www.open-epg.com/files/saudiarabia5.xml
Egypt,إم بي سي.eg,إم بي سي.eg,openepg,egypt1,52,39.8,90.4,من كثر حبي لك,داخل أروقة عمارة سكنية، تنشأ علاقات حب ومودة، وزيجات، وحالات طلاق، وعلى النقيض تمامًا تقع مشاكل عائلية وجرائم قتل وسرقة، فبعض طلاق إيمان تضطر للإقامة مع شقيقتها نوف التي تجد في الانفصال عن محمد ملاذ من ديونه واستهتاره الدائم بحياتهما وابنتهما، وتتقرب من فيصل أملا في العثور عن الحب والأمان الذي فقدته.,204.02,0,,https://www.open-epg.com/files/egypt1.xml
UAE,MBC2.ae,MBC2.ae,openepg,uae6,32,48.0,100.0,Celebrity Scoop موسم 9 حلقة 38,يلقي سيليبريتي سكوب نظرة على حياة أشهر النجوم ليأتيكم بكل أخبارهم المثيرة للاهتمام.,204.0,0,,https://www.open-epg.com/files/uae6.xml
Saudi Arabia,AD Sports 2.sa,AD Sports 2.sa,openepg,saudiarabia1,41,41.5,100.0,بطولة خالد بن محمد بن زايد للجوجيتسو,تابعوا فعاليات بطولة خالد بن محمد بن زايد للجوجيتسو.,203.25,1,openepg:saudiarabia2:AD Sports 2.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Rotana + HD.sa,Rotana + HD.sa,openepg,saudiarabia1,41,41.3,100.0,سمير أبو النيل,اجتماعي كوميدي لا يفوتكم.. سمير أبو النيل (أحمد مكي) شاب بخيل يعيش في حي شعبي، يواجه مفارقات ومشاكل مع أهل منطقته، ويزيد من كرههم له سوء معاملته إضافة لبخله الشديد. يمرض ابن عمه حسين أبو النيل ويترك ثروته لسمير الذي يقوم بإنشاء قناة فضائية يناقش فيها أحواله وعلاقاته بأصدقائه وأهل منطقته.,202.95,1,openepg:saudiarabia2:Rotana + HD.sa,https://www.open-epg.com/files/saudiarabia1.xml
Egypt,أو إٍس إن ناو.eg,أو إٍس إن ناو.eg,openepg,egypt1,51,39.5,90.2,The Great House Giveaway S2,في الموسم الثاني، حلقات جديدة يجتمع فيها (سايمون أوبراين) في كل حلقة بشخصان لم يلتقيا قط ولم يمتلكا منزلًا من قبل، ثم يشتري لهما منزلا من مزاد علني، وأمامهما ستة أشهر لتحويله إلى منزل صالح للسكن ومرغوب فيه للبيع، مع الاحتفاظ بالأرباح.,202.41,0,,https://www.open-epg.com/files/egypt1.xml
Saudi Arabia,AD Sports 1.sa,AD Sports 1.sa,openepg,saudiarabia1,40,41.5,100.0,الدوري الأوروبي لكرة السلة:لم يُحدد,تابعوا آخر مباريات الدوري الأوروبي لكرة السلة.,202.25,2,openepg:saudiarabia2:AD Sports 1.sa;openepg:saudiarabia5:AD Sports 1 HD.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Rotana Khalijia HD.sa,Rotana Khalijia HD.sa,openepg,saudiarabia1,40,41.0,100.0,الدعوة عامة,بعد أن دخل في جدال مع والدته، يُصاب شاب طائش بمشكلة تجعله يفشل في كل مهمة يقوم بها بشكل يومي، مما يضعه في مواقف كوميدية وخطيرة أحياناً.,201.5,1,openepg:saudiarabia2:Rotana Khalijia HD.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,AD Sports Premium 1.sa,AD Sports Premium 1.sa,openepg,saudiarabia1,39,41.5,100.0,الدوري الإيطالي:فيورنتينا × نابولي,ترقّبوا منافسات الدوري الإيطالي لكرة القدم Serie A، حيث تتصارع أعرق الأندية على لقب السكوديتو، والمقاعد الأوروبية، فيما تخوض فرق أخرى معركة البقاء وتفادي الهبوط.,201.25,1,openepg:saudiarabia2:AD Sports Premium 1.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,AD Sports Premium 2.sa,AD Sports Premium 2.sa,openepg,saudiarabia1,39,41.5,100.0,الدوري الإيطالي:فيورنتينا × نابولي,ترقّبوا منافسات الدوري الإيطالي لكرة القدم Serie A، حيث تتصارع أعرق الأندية على لقب السكوديتو، والمقاعد الأوروبية، فيما تخوض فرق أخرى معركة البقاء وتفادي الهبوط.,201.25,1,openepg:saudiarabia2:AD Sports Premium 2.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Al Arabiya Business.sa,Al Arabiya Business.sa,openepg,saudiarabia1,39,41.5,100.0,الأسواق العربية,ابقوا على تواصل مع برنامج (الأسواق العربية).,201.25,1,openepg:saudiarabia2:Al Arabiya Business.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Oman Sport.sa,Oman Sport.sa,openepg,saudiarabia1,39,41.5,100.0,كأس الخليج العربي:عمان × السعودية,تابعوا أجمل مباريات كأس الخليج العربي لكرة القدم، حيث تحتدم المنافسة بين منتخبات دول الخليج للحصول على اللقب.,201.25,1,openepg:saudiarabia2:Oman Sport.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,LBC.sa,LBC.sa,openepg,saudiarabia1,37,42.5,100.0,حفل غنائي,تابعوا أجمل أغاني الفنّانين المفضلين لديكم، ضمن حفلات جميلة من الحاضر والذاكرة.,200.75,1,openepg:saudiarabia2:LBC.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,MBC MASR 2.sa,MBC MASR 2.sa,openepg,saudiarabia1,39,41.0,100.0,سك على إخواتك:الحلقة 16,شاب بسيط ريفي، تهبط عليه ثروة من السماء، حيث يرث فجأة ثروة ضخمة، ويفاجئ بوجود شقيقات له لم يتعرف عليهن من قبل، فيضطر أن يُقيم مع عائلته الثرية الجديدة، مما يوقعه في العديد من المفارقات الكوميدية الطريفة.,200.5,1,openepg:saudiarabia2:MBC MASR 2.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,MBC Bollywood.sa,MBC Bollywood.sa,openepg,saudiarabia1,37,42.1,100.0,بارينيتي:الحلقة 112,قصة معقدة تأسر القلوب تدور حول صديقين مقربين تتشابك حياتهما بطريقة غير متوقعة.,200.15,3,openepg:saudiarabia2:MBC Bollywood.sa;openepg:saudiarabia3:MBC Bollywood.sa;openepg:saudiarabia4:MBC Bollywood.sa,https://www.open-epg.com/files/saudiarabia1.xml
Egypt,روتانا دراما.eg,روتانا دراما.eg,openepg,egypt1,40,39.5,100.0,وتقابل حبيب,تكتشف امرأة ثرية خيانة زوجها لها والزواج عليها، فتقرر الانفصال عنه وتبحث عن علاقة حب جديدة، لكنها تتورط في صراعات مختلفة لم تكن تتوقعها، وتتغير معها حياتها تدريجيًا.,199.25,0,,https://www.open-epg.com/files/egypt1.xml
Saudi Arabia,Dubai Sports HD.sa,Dubai Sports HD.sa,openepg,saudiarabia1,37,41.2,100.0,الدوري الوطني لكرة القدم للسيدات:نورث كارولاينا كوريج × جوثام,لا تفوتوا متابعة أحداث بطولة الدوري الوطني لكرة القدم للسيدات.,198.8,1,openepg:saudiarabia2:Dubai Sports HD.sa,https://www.open-epg.com/files/saudiarabia1.xml
Egypt,MBC MASR 2.eg,MBC MASR 2.eg,openepg,egypt2,41,43.5,90.2,Selat Rahem,"The series discusses the issue of surrogacy, through the story of an anesthesiologist named Hossam and his wife Laila.",198.41,0,,https://www.open-epg.com/files/egypt2.xml
Saudi Arabia,Dubai Sports 2.sa,Dubai Sports 2.sa,openepg,saudiarabia1,34,41.5,100.0,الدوري الهولندي الممتاز:فينورد إف سي × أوتريخت,تابعوا منافسات الدوري الهولندي الممتاز لكرة القدم، الذي يشتهر بلقب دوري الكرة الشاملة، حيث المتعة والجمال ومنبع لاعبي كرة المستقبل.,196.25,1,openepg:saudiarabia2:Dubai Sports 2.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Cartoon Network Arabic.sa,Cartoon Network Arabic.sa,openepg,saudiarabia3,54,28.0,100.0,كريغ أوف ذا كريك,‫م1 : ‫ينطلق كريغ ويليامز وصديقاه كيلسي وجي بي في مغامرات مثيرة في براري منطقة كريك، حيث تتنافس القبائل التي يحكمها الأطفال على الهيمنة.‬‬,196.0,1,openepg:saudiarabia4:Cartoon Network Arabic.sa,https://www.open-epg.com/files/saudiarabia3.xml
Saudi Arabia,Dubai One.sa,Dubai One.sa,openepg,saudiarabia1,34,41.0,100.0,سويت ديفا,شاب وفتاة من عائلتين متنافستين، يجب عليهما مواجهة الكثير من الصعاب والأحقاد، لإنقاذ حبهما.,195.5,1,openepg:saudiarabia2:Dubai One.sa,https://www.open-epg.com/files/saudiarabia1.xml
Egypt,MBC 5.eg,MBC 5.eg,openepg,egypt2,37,43.3,91.9,Hayat,"A girl full of ambition, Hayat is forced to raise her younger siblings, care for her sick mother, and save her addict father from the trouble he always brings upon himself. Despite all that, she remains optimistic.",195.47,0,,https://www.open-epg.com/files/egypt2.xml
