provider,source,id,name,future_programmes,future_hours,desc_pct,url,reason
epgshare,AE1,Iraq.Edu.6.ae,Iraq Edu 6,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz,ZERO_FUTURE_EPG
epgshare,AE1,Iraq.Edu.7.ae,Iraq Edu 7,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz,ZERO_FUTURE_EPG
epgshare,AE1,Jannah.TV.ae,Jannah TV,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz,ZERO_FUTURE_EPG
epgshare,AE1,Kidsy.TV.ae,Kidsy TV,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz,ZERO_FUTURE_EPG
epgshare,AE1,Kuwaitawi.TV.ae,Kuwaitawi TV,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz,ZERO_FUTURE_EPG
epgshare,AE1,Libya.Government.ae,Libya Government,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz,ZERO_FUTURE_EPG
epgshare,AE1,Libya.Ly.ae,Libya Ly,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz,ZERO_FUTURE_EPG
epgshare,AE1,M.Classic.ae,M Classic,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz,ZERO_FUTURE_EPG
epgshare,AE1,Makkah.TV.ae,Makkah TV,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz,ZERO_FUTURE_EPG
epgshare,AE1,Music.Iraq.ae,Music Iraq,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz,ZERO_FUTURE_EPG
epgshare,AE1,MVMT.Movement.of.Culture.ae,MVMT Movement of Culture,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz,ZERO_FUTURE_EPG
epgshare,AE1,New.Libya.ae,New Libya,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz,ZERO_FUTURE_EPG
epgshare,AE1,Nile.Education.ae,Nile Education,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz,ZERO_FUTURE_EPG
epgshare,AE1,Noor.Dubai.Radio.ae,Noor Dubai Radio,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz,ZERO_FUTURE_EPG
epgshare,AE1,Nour.al.Sharq.ae,Nour al Sharq,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz,ZERO_FUTURE_EPG
epgshare,AE1,Nour.Mariam.TV.ae,Nour Mariam TV,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz,ZERO_FUTURE_EPG
epgshare,AE1,Noursat.Al.Chabab.ae,Noursat Al Chabab,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz,ZERO_FUTURE_EPG
epgshare,AE1,NRT.4.ae,NRT 4,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz,ZERO_FUTURE_EPG
epgshare,AE1,Oscar.TV.ae,Oscar TV,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz,ZERO_FUTURE_EPG
epgshare,AE1,Play.Aflam.ae,Play Aflam,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz,ZERO_FUTURE_EPG
epgshare,AE1,Play.Cinema.ae,Play Cinema,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz,ZERO_FUTURE_EPG
epgshare,AE1,Play.Drama.ae,Play Drama,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz,ZERO_FUTURE_EPG
epgshare,AE1,Play.Hekayat.ae,Play Hekayat,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz,ZERO_FUTURE_EPG
epgshare,AE1,Play.Today.ae,Play Today,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz,ZERO_FUTURE_EPG
epgshare,AE1,Quran.Radio.ae,Quran Radio,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz,ZERO_FUTURE_EPG
epgshare,AE1,Roghayah.TV.ae,Roghayah TV,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz,ZERO_FUTURE_EPG
epgshare,AE1,Salahalddin.TV.ae,Salahalddin TV,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz,ZERO_FUTURE_EPG
epgshare,AE1,Star.1.ae,Star 1,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz,ZERO_FUTURE_EPG
epgshare,AE1,Star.2.ae,Star 2,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz,ZERO_FUTURE_EPG
epgshare,AE1,Sudan.Basic.Edu.TV.ae,Sudan Basic Edu TV,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz,ZERO_FUTURE_EPG
epgshare,AE1,Wasat.TV.HD.ae,Wasat TV HD,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz,ZERO_FUTURE_EPG
epgshare,AE1,Wion.HD.ae,Wion HD,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz,ZERO_FUTURE_EPG
epgshare,AE1,World.Poker.Tour.ae,World Poker Tour,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz,ZERO_FUTURE_EPG
epgshare,AE1,Yemen.Radio.ae,Yemen Radio,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz,ZERO_FUTURE_EPG
epgshare,BEIN1,4K-HDR-200x200-1_AR.bein,4K-HDR-200x200-1_AR,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_BEIN1.xml.gz,ZERO_FUTURE_EPG
epgshare,BEIN1,4K-HDR-200x200-1_EN.bein,4K-HDR-200x200-1_EN,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_BEIN1.xml.gz,ZERO_FUTURE_EPG
epgshare,BEIN1,beIN_SPORTS1_FRENCH_Digital_Mono_AR.bein,beIN_SPORTS1_FRENCH_Digital_Mono_AR,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_BEIN1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,2M.TV.eg,2M TV,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Abu.Dhabi.TV.eg,Abu Dhabi TV,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Al.Aoula.Morocco.eg,Al Aoula Morocco,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Al.Dafrah.eg,Al Dafrah,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Al.Jadeed.TV.eg,Al Jadeed TV,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Al.Kahera.Wal.Nas.TV.eg,Al Kahera Wal Nas TV,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Al.Kahera.Wal.Nas.TV.2.eg,Al Kahera Wal Nas TV 2,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Al.Nahar.Drama.eg,Al Nahar Drama,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Al.Nahar.TV.eg,Al Nahar TV,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Al.Shams.eg,Al Shams,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Alaraby.TV.2.eg,Alaraby TV 2,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Alhayat.Drama.eg,Alhayat Drama,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Alhayat.TV.eg,Alhayat TV,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Almahriah.TV.eg,Almahriah TV,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Aloula.eg,Aloula,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Alrasheed.eg,Alrasheed,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,AlSaeedah.eg,AlSaeedah,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,AlSharqiya.eg,AlSharqiya,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Alsumaria.eg,Alsumaria,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,ART.Aflam.1.eg,ART Aflam 1,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,ART.Aflam.2.eg,ART Aflam 2,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,ART.Cinema.eg,ART Cinema,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,ART.Hekayat.eg,ART Hekayat,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,ART.Hekayat.2.eg,ART Hekayat 2,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,atv.eg,atv,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Bahrain.TV.eg,Bahrain TV,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,beIN.Drama.eg,beIN Drama,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,BEIN.MOVIES.ACTION.eg,BEIN MOVIES ACTION,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,BEIN.MOVIES.DRAMA.eg,BEIN MOVIES DRAMA,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,BEIN.MOVIES.FAMILY.eg,BEIN MOVIES FAMILY,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,BEIN.MOVIES.PREMIERE.eg,BEIN MOVIES PREMIERE,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,BeIn.Series.HD.1.eg,BeIn Series HD 1,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,beIN.Series.HD.2.eg,beIN Series HD 2,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,CBC.eg,CBC,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,CBC.Drama.eg,CBC Drama,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Cima.eg,Cima,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Dijlah.TV.eg,Dijlah TV,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,DMC.eg,DMC,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,DMC.DRAMA.eg,DMC DRAMA,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Dubai.One.eg,Dubai One,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Dubai.TV.eg,Dubai TV,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Dubai.Zaman.eg,Dubai Zaman,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Echorouk.TV.eg,Echorouk TV,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Egyptian.TV.eg,Egyptian TV,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Emirates.eg,Emirates,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,ESC.eg,ESC,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,ETC.TV.eg,ETC TV,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Fox.eg,Fox,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,FOX.ACTION.MOVIES.eg,FOX ACTION MOVIES,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Fox.Movies.eg,Fox Movies,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Hadhramaut.TV.eg,Hadhramaut TV,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,iFILM.TV.eg,iFILM TV,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Iraqia.TV.eg,Iraqia TV,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Jordan.TV.eg,Jordan TV,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Kuwait.eg,Kuwait,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Kuwait.Drama.eg,Kuwait Drama,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,LBC.eg,LBC,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,LBCI.eg,LBCI,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,LDC.eg,LDC,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,LTV.eg,LTV,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Maspero.Zaman.eg,Maspero Zaman,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,MBC.eg,MBC,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,MBC.2.eg,MBC 2,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,MBC.4.eg,MBC 4,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,MBC.5.eg,MBC 5,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,MBC.Action.eg,MBC Action,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,MBC.Bollywood.eg,MBC Bollywood,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,MBC.Drama.eg,MBC Drama,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,MBC.Drama.+.eg,MBC Drama +,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,MBC.Egypt.eg,MBC Egypt,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,MBC.Iraq.eg,MBC Iraq,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,MBC.MASR.2.eg,MBC MASR 2,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,MBC.MAX.eg,MBC MAX,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Mehwar.eg,Mehwar,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Mix.eg,Mix,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Mix.Bel.Araby.eg,Mix Bel Araby,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Mix.ONE.eg,Mix ONE,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,MTV.eg,MTV,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Musawa.eg,Musawa,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,National.Geographic.Abu.Dhabi.eg,National Geographic Abu Dhabi,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Nessma.eg,Nessma,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Network.Arabic.eg,Network Arabic,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Nile.Comedy.eg,Nile Comedy,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Nile.Drama.eg,Nile Drama,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Nile.Life.eg,Nile Life,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Oman.eg,Oman,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,ON.Drama.eg,ON Drama,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,ON.E.eg,ON E,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Qatar.eg,Qatar,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Qurain.eg,Qurain,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Rotana.Cinema.eg,Rotana Cinema,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Rotana.Cinema.Masr.eg,Rotana Cinema Masr,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Rotana.Classic.eg,Rotana Classic,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Rotana.Comedy.eg,Rotana Comedy,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Rotana.Drama.eg,Rotana Drama,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Rotana.Khalejia.eg,Rotana Khalejia,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Rotana.Kids.eg,Rotana Kids,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Rotana.Movies+.eg,Rotana Movies+,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Rotana+.HD.eg,Rotana+ HD,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Roya.eg,Roya,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Sada.El.Balad.eg,Sada El Balad,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Sada.El.Balad.2.eg,Sada El Balad 2,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Sada.El.Balad.Drama.eg,Sada El Balad Drama,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Salam.TV.eg,Salam TV,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Sama.Dubai.eg,Sama Dubai,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Sama.TV.eg,Sama TV,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Saudiya.TV.eg,Saudiya TV,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,SBC.eg,SBC,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Sharjah.TV.eg,Sharjah TV,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Star.Movies.eg,Star Movies,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Star.World.eg,Star World,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Syria.Drama.eg,Syria Drama,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Syria.TV.eg,Syria TV,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,TeN.TV.eg,TeN TV,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Thikrayat.Tv.eg,Thikrayat Tv,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Utv.eg,Utv,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Watania.2.eg,Watania 2,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Watania1.eg,Watania1,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,Zee.alwan.eg,Zee alwan,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,آي.فيلم.eg,آي فيلم,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,أبو.ظبي.eg,أبو ظبي,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,أون.إي.eg,أون إي,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
epgshare,EG1,أون.دراما.eg,أون دراما,0,0.0,0.0,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz,ZERO_FUTURE_EPG
