provider,source,id,name,future_programmes,future_hours,desc_pct,sample_title,sample_desc,url
epgshare,AE1,North.Sinai.ae,North Sinai,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,South.Sinai.ae,South Sinai,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Palestine.Radio.ae,Palestine Radio,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,DRN.Radio.ae,DRN Radio,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Jordan.Radio.ae,Jordan Radio,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Oman.General.Radio.ae,Oman General Radio,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Oman.Shabab.Radio.ae,Oman Shabab Radio,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Riyad.Radio.ae,Riyad Radio,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Jedda.Radio.ae,Jedda Radio,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Fujairah.FM.ae,Fujairah FM,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,European.Radio.ae,European Radio,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,CHAINE.2.ae,CHAINE 2,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,CHAINE.3.ae,CHAINE 3,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Medi1Radio.Afrique.ae,Medi1Radio Afrique,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Hola.Qatar.ae,Hola Qatar,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Kadak.ae,Kadak,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Radio.Internationale.ae,Radio Internationale,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Al.Bernameg.Al.Aam.ae,Al Bernameg Al Aam,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Sawt.Al-alam.ae,Sawt Al-alam,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Qatar.Urdu.Radio.ae,Qatar Urdu Radio,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Al.Bernameg.Al.Oropi.ae,Al Bernameg Al Oropi,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Pulse95.SHJ.ae,Pulse95 SHJ,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,VOA.IRAQ.ae,VOA IRAQ,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,BBC.E.ae,BBC E,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,BBC.Horn.of.Africa.ae,BBC Horn of Africa,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Rotana.FM.KSA.ae,Rotana FM KSA,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Qatar.Oryx.Radio.ae,Qatar Oryx Radio,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,AL.RASHEED.RADIO.ae,AL RASHEED RADIO,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Khozama.Radio.ae,Khozama Radio,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Ekhbaria.ae,Ekhbaria,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Radio.Masr.ae,Radio Masr,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Radio.Culture.ae,Radio Culture,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Maspero.FM.&.Thakafy.ae,Maspero FM & Thakafy,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Voice.Of.Palestine.ae,Voice Of Palestine,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Radio.21.September.ae,Radio 21 September,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,MBC.FM.ae,MBC FM,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Kuwait.FM.ae,Kuwait FM,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Rotana.Tarab.Jordan.ae,Rotana Tarab Jordan,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Zamen.FM.ae,Zamen FM,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Rotana.Radio.Jordan.ae,Rotana Radio Jordan,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Radio.Fann.Jordan.ae,Radio Fann Jordan,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Radio.Hits.ae,Radio Hits,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Nagham.FM.ae,Nagham FM,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Sha3by.FM.ae,Sha3by FM,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Sout.Al.Rayyan.ae,Sout Al Rayyan,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,WATAR.SHJ.ae,WATAR SHJ,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Sumer.FM.ae,Sumer FM,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,AL-Bernameg.AL-moussekey.ae,AL-Bernameg AL-moussekey,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Al.Aghani.ae,Al Aghani,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Radio.9090.ae,Radio 9090,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Bakous.Alexandaria.ae,Bakous Alexandaria,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Aswan.ae,Aswan,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,ALWadi.ALGaded.ae,ALWadi ALGaded,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Kuwait.Classical.ae,Kuwait Classical,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Kuwait.Shaabyia.ae,Kuwait Shaabyia,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Sout.Alkhaleej.2.ae,Sout Alkhaleej 2,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Sout.Alkhaleej.3.ae,Sout Alkhaleej 3,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Sout.Alkhaleej.4.ae,Sout Alkhaleej 4,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Nogoum.FM.ae,Nogoum FM,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Sout.Alkhaleej.Europe.ae,Sout Alkhaleej Europe,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Calssic.ae,Calssic,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Oman.Classic.Radio.ae,Oman Classic Radio,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Ifrikya.FM.ae,Ifrikya FM,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Kuwait.Easy.ae,Kuwait Easy,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Sawtoman.Radio.ae,Sawtoman Radio,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Nile.FM.ae,Nile FM,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Radio.1.ae,Radio 1,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Radio.2.ae,Radio 2,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Kuwait.Super.ae,Kuwait Super,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,TCHAD.Radio.ae,TCHAD Radio,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Kuwait.Holy.Quran.ae,Kuwait Holy Quran,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Houna.alazm.ae,Houna alazm,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Zayed.Quran.ae,Zayed Quran,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Holly.Quran.ae,Holly Quran,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Al.Quran.Al.Karem.ae,Al Quran Al Karem,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Radio.Coran.ae,Radio Coran,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Quran.Kareem.Jordan.ae,Quran Kareem Jordan,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Nedaa.El.Islam.ae,Nedaa El Islam,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Radio.Talavat.ae,Radio Talavat,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Imam.Ali.Radio.ae,Imam Ali Radio,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Quran.Kareem.ae,Quran Kareem,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
epgshare,AE1,Oman.HolyQuran.Radio.ae,Oman HolyQuran Radio,61,61.5,100.0,Edge Of The Unknown With Jimmy Chin,"Nature No one knows what goes through an athlete's mind when they face dangerous situations during their adventures. Finally, they decide to reveal secrets and stories about their lives that they have not mentioned before. Jimmy Chin.",https://epgshare01.online/epgshare01/epg_ripper_AE1.xml.gz
